party,score,orientation,counts,random_state
Forward Italy,0.6140724946695096,Right-wing,469,90
PdL,0.6035598705501618,Right-wing,618,90
Italy of Values,0.4015444015444015,Other,259,90
Democratic Center,0.0,Other,5,91
Brothers of Italy,0.4438775510204081,Right-wing,196,91
Labour and Freedom List,0.1693989071038251,Right-wing,183,91
M5S,0.658753709198813,Other,337,91
LeU,0.1014492753623188,Left-wing,69,91
The Union,0.1153846153846153,Left-wing,52,91
PD,0.1594202898550724,Left-wing,414,91
Civil Revolution,0.3181818181818182,Left-wing,22,91
SEL,0.1447368421052631,Left-wing,228,91
Autonomy Liberty Participation Ecology,0.3,Other,10,91
PaP,0.0,Left-wing,5,91
SVP,0.1742424242424242,Left-wing,132,91
Northern League,0.4041450777202072,Right-wing,193,91
UDC,0.0625,Other,16,91
The Olive Tree,0.0785953177257525,Left-wing,598,91
Civic Choice,0.1612903225806451,Left-wing,124,91
Communist Refoundation Party,0.2833333333333333,Left-wing,60,91
European Democracy,0.16,Other,25,91
Casapound,0.138047138047138,Right-wing,297,91
Houses of Freedom,0.1689497716894977,Right-wing,1752,91
Forward Italy,0.0454545454545454,Right-wing,44,91
PdL,0.1215970961887477,Right-wing,551,91
Italy of Values,0.1407624633431085,Other,682,91
Democratic Center,0.1463414634146341,Other,82,92
Brothers of Italy,0.7794117647058824,Right-wing,136,92
Labour and Freedom List,0.1428571428571428,Right-wing,56,92
The Union,0.2959183673469387,Left-wing,196,92
M5S,0.3592814371257485,Other,167,92
LeU,0.6923076923076923,Left-wing,26,92
Civil Revolution,0.1674641148325359,Left-wing,627,92
PD,0.3565217391304348,Left-wing,230,92
SEL,0.3710407239819004,Left-wing,221,92
Autonomy Liberty Participation Ecology,0.25,Other,12,92
PaP,0.2424242424242424,Left-wing,66,92
UDC,0.1741071428571428,Other,448,92
Northern League,0.7350427350427351,Right-wing,117,92
SVP,0.5,Left-wing,6,92
The Olive Tree,0.5070422535211268,Left-wing,71,92
Civic Choice,0.1403508771929824,Left-wing,399,92
Communist Refoundation Party,0.2368421052631578,Left-wing,76,92
European Democracy,0.1900452488687782,Other,221,92
Casapound,0.4210526315789473,Right-wing,38,92
Houses of Freedom,0.2136445242369838,Right-wing,557,92
Forward Italy,0.7333333333333333,Right-wing,15,92
PdL,0.4511930585683297,Right-wing,461,92
Italy of Values,0.3232484076433121,Other,628,92
Democratic Center,0.1408450704225352,Other,142,93
Brothers of Italy,0.8333333333333334,Right-wing,6,93
Labour and Freedom List,0.1111111111111111,Right-wing,27,93
M5S,0.2851711026615969,Other,263,93
The Union,0.1304347826086956,Left-wing,92,93
LeU,0.5925925925925926,Left-wing,27,93
PD,0.2532833020637898,Left-wing,533,93
Civil Revolution,0.2878787878787879,Left-wing,132,93
SEL,0.0,Left-wing,68,93
Autonomy Liberty Participation Ecology,0.2033898305084746,Other,59,93
PaP,0.5307692307692308,Left-wing,130,93
UDC,0.0778443113772455,Other,167,93
SVP,0.1581632653061224,Left-wing,196,93
Northern League,0.6497695852534562,Right-wing,217,93
The Olive Tree,0.1774193548387097,Left-wing,62,93
Civic Choice,0.5,Left-wing,4,93
Communist Refoundation Party,0.1118210862619808,Left-wing,626,93
European Democracy,0.0689655172413793,Other,87,93
Casapound,0.9292786421499292,Right-wing,707,93
Houses of Freedom,0.1867647058823529,Right-wing,680,93
Forward Italy,0.0909090909090909,Right-wing,11,93
PdL,0.1551020408163265,Right-wing,245,93
Italy of Values,0.095450490633363,Other,1121,93
Democratic Center,0.2682119205298013,Other,604,94
Brothers of Italy,0.7707509881422925,Right-wing,253,94
Labour and Freedom List,0.0833333333333333,Right-wing,12,94
LeU,0.5222222222222223,Left-wing,90,94
M5S,0.7746478873239436,Other,213,94
The Union,0.625,Left-wing,8,94
Civil Revolution,0.2857142857142857,Left-wing,28,94
PD,0.5227272727272727,Left-wing,44,94
SEL,0.2307692307692307,Left-wing,143,94
Autonomy Liberty Participation Ecology,0.1176470588235294,Other,17,94
PaP,0.25,Left-wing,4,94
UDC,0.4285714285714285,Other,182,94
Northern League,0.6255144032921811,Right-wing,243,94
SVP,0.2424242424242424,Left-wing,198,94
The Olive Tree,0.4166666666666667,Left-wing,60,94
Civic Choice,0.4848484848484848,Left-wing,132,94
Communist Refoundation Party,0.0202020202020202,Left-wing,198,94
European Democracy,0.8026315789473685,Other,76,94
Casapound,0.6993603411513859,Right-wing,469,94
Houses of Freedom,0.7372262773722628,Right-wing,274,94
Forward Italy,0.565025716385011,Right-wing,1361,94
PdL,0.7811934900542495,Right-wing,553,94
Italy of Values,0.7292181069958847,Other,1215,94
Democratic Center,0.2857142857142857,Other,7,95
Brothers of Italy,0.4107142857142857,Right-wing,56,95
Labour and Freedom List,0.4,Right-wing,5,95
M5S,0.5524475524475524,Other,143,95
The Union,0.2537313432835821,Left-wing,134,95
LeU,0.2857142857142857,Left-wing,217,95
PD,0.2655699177438307,Left-wing,851,95
Civil Revolution,0.3,Left-wing,60,95
SEL,0.1891891891891892,Left-wing,74,95
Autonomy Liberty Participation Ecology,0.0,Other,5,95
PaP,0.4230769230769231,Left-wing,78,95
SVP,0.3692307692307692,Left-wing,130,95
Northern League,0.5060532687651331,Right-wing,413,95
UDC,0.125,Other,48,95
The Olive Tree,0.1689189189189189,Left-wing,148,95
Civic Choice,0.0714285714285714,Left-wing,98,95
Communist Refoundation Party,0.2272727272727272,Left-wing,132,95
European Democracy,0.2763157894736842,Other,228,95
Casapound,0.205607476635514,Right-wing,321,95
Houses of Freedom,0.2928571428571428,Right-wing,280,95
Forward Italy,0.1333333333333333,Right-wing,15,95
PdL,0.2996357012750455,Right-wing,1098,95
Italy of Values,0.06163753449862,Other,1087,95
Democratic Center,0.12,Other,75,96
Brothers of Italy,0.3461538461538461,Right-wing,52,96
Labour and Freedom List,0.1612903225806451,Right-wing,93,96
LeU,0.2123287671232876,Left-wing,146,96
The Union,0.2164179104477611,Left-wing,134,96
M5S,0.8521939953810623,Other,433,96
Civil Revolution,0.3559322033898305,Left-wing,118,96
PD,0.125,Left-wing,72,96
SEL,0.173728813559322,Left-wing,236,96
Autonomy Liberty Participation Ecology,0.0,Other,6,96
PaP,0.9,Left-wing,20,96
UDC,0.0617283950617283,Other,81,96
Northern League,0.4558404558404558,Right-wing,351,96
SVP,0.0984848484848484,Left-wing,132,96
The Olive Tree,0.025,Left-wing,80,96
Civic Choice,0.8888888888888888,Left-wing,9,96
Communist Refoundation Party,0.1452513966480447,Left-wing,179,96
European Democracy,0.0481927710843373,Other,83,96
Casapound,0.3265993265993266,Right-wing,297,96
Houses of Freedom,0.2491710090004737,Right-wing,2111,96
Forward Italy,0.0950570342205323,Right-wing,263,96
PdL,0.1503006012024048,Right-wing,499,96
Italy of Values,0.2101083032490974,Other,1385,96
Democratic Center,0.2307692307692307,Other,26,97
Brothers of Italy,0.6691176470588235,Right-wing,136,97
Labour and Freedom List,0.6666666666666666,Right-wing,93,97
M5S,0.7912087912087912,Other,91,97
LeU,1.0,Left-wing,14,97
The Union,0.6666666666666666,Left-wing,60,97
PD,0.2562814070351759,Left-wing,199,97
Civil Revolution,0.3439153439153439,Left-wing,189,97
SEL,0.75,Left-wing,4,97
Autonomy Liberty Participation Ecology,0.0902777777777777,Other,144,97
PaP,0.0,Left-wing,7,97
SVP,0.0309278350515463,Left-wing,194,97
UDC,0.5388888888888889,Other,180,97
Northern League,0.7442572741194488,Right-wing,653,97
The Olive Tree,0.1642512077294686,Left-wing,207,97
Civic Choice,0.0526315789473684,Left-wing,19,97
Communist Refoundation Party,0.0,Left-wing,12,97
European Democracy,0.3301127214170692,Other,621,97
Casapound,0.5387205387205387,Right-wing,297,97
Houses of Freedom,0.5097744360902255,Right-wing,665,97
Forward Italy,0.853448275862069,Right-wing,232,97
PdL,0.9547563805104408,Right-wing,862,97
Italy of Values,0.3677130044843049,Other,669,97
Democratic Center,0.1666666666666666,Other,18,98
Brothers of Italy,0.7171052631578947,Right-wing,608,98
Labour and Freedom List,0.0588235294117647,Right-wing,51,98
The Union,0.00836820083682,Left-wing,239,98
LeU,0.299492385786802,Left-wing,197,98
M5S,0.278969957081545,Other,233,98
Civil Revolution,0.2695652173913043,Left-wing,230,98
PD,0.1716417910447761,Left-wing,134,98
SEL,0.1568627450980392,Left-wing,102,98
Autonomy Liberty Participation Ecology,0.1843971631205673,Other,141,98
PaP,0.3459459459459459,Left-wing,185,98
SVP,0.0915492957746478,Left-wing,142,98
Northern League,0.3580246913580246,Right-wing,81,98
UDC,0.28,Other,25,98
The Olive Tree,0.3302752293577982,Left-wing,436,98
Civic Choice,0.1775700934579439,Left-wing,107,98
Communist Refoundation Party,0.105,Left-wing,200,98
European Democracy,0.2065217391304347,Other,92,98
Casapound,0.3820224719101123,Right-wing,178,98
Houses of Freedom,0.1392857142857143,Right-wing,560,98
Forward Italy,0.2952586206896552,Right-wing,464,98
PdL,0.2123893805309734,Right-wing,226,98
Italy of Values,0.559322033898305,Other,59,98
Democratic Center,0.6363636363636364,Other,22,99
Brothers of Italy,0.5,Right-wing,8,99
Labour and Freedom List,0.0,Right-wing,231,99
The Union,0.10396039603960396,Left-wing,404,99
M5S,0.7656765676567657,Other,303,99
LeU,0.12184873949579832,Left-wing,238,99
PD,0.09505703422053231,Left-wing,263,99
Civil Revolution,0.18421052631578946,Left-wing,76,99
SEL,0.10759493670886076,Left-wing,632,99
Autonomy Liberty Participation Ecology,0.6,Other,5,99
PaP,0.95,Left-wing,220,99
UDC,0.13768115942028986,Other,138,99
Northern League,0.35964912280701755,Right-wing,114,99
SVP,1.0,Left-wing,3,99
The Olive Tree,0.2967032967032967,Left-wing,91,99
Civic Choice,0.16556291390728478,Left-wing,151,99
Communist Refoundation Party,0.5384615384615384,Left-wing,13,99
European Democracy,0.4365079365079365,Other,126,99
Casapound,0.1271186440677966,Right-wing,236,99
Houses of Freedom,0.24285714285714285,Right-wing,350,99
Forward Italy,0.41379310344827586,Right-wing,464,99
PdL,0.3611940298507463,Right-wing,670,99
Italy of Values,0.15384615384615385,Other,377,99
