party,year,score,orientation,counts,random_state
Free Democratic Party,2009,0.1910569105691057,Right-wing,246,5
Alliance‘90-Greens,2009,0.2160356347438752,Left-wing,449,5
The Left,2017,0.4986376021798365,Left-wing,367,5
Christian Democratic Union-Christian Social Union,2013,0.2415902140672783,Right-wing,327,5
Social Democratic Party of Germany,2002,0.466472303206997,Left-wing,343,5
Party of Democratic Socialism,2005,0.2216867469879518,Left-wing,415,5
Alliance‘90-Greens,2017,0.2244224422442244,Left-wing,303,5
Free Democratic Party,2013,0.1785714285714285,Right-wing,196,5
Alternative for Germany,2013,0.3711340206185567,Right-wing,97,5
Alliance‘90-Greens,2002,0.2672811059907834,Left-wing,217,5
Christian Democratic Union-Christian Social Union,2002,0.4675324675324675,Right-wing,231,5
Social Democratic Party of Germany,2009,0.1590909090909091,Left-wing,616,5
Party of Democratic Socialism,2002,0.2323651452282157,Left-wing,241,5
Christian Democratic Union-Christian Social Union,2005,0.202020202020202,Right-wing,594,5
Social Democratic Party of Germany,2017,0.225563909774436,Left-wing,133,5
Free Democratic Party,2017,0.2133333333333333,Right-wing,300,5
Social Democratic Party of Germany,2013,0.2947103274559194,Left-wing,397,5
Alliance‘90-Greens,2005,0.1904761904761904,Left-wing,546,5
The Left,2009,0.5558659217877095,Left-wing,358,5
Alliance‘90-Greens,2013,0.2913907284768212,Left-wing,151,5
Social Democratic Party of Germany,2005,0.3109756097560975,Left-wing,164,5
Alternative for Germany,2017,0.3571428571428571,Right-wing,126,5
Christian Democratic Union-Christian Social Union,2017,0.2722772277227723,Right-wing,202,5
The Left,2013,0.5,Left-wing,12,5
Pirates,2013,0.2298325722983257,Other,1314,5
Alternative for Germany,2013,0.5085995085995086,Right-wing,407,6
Christian Democratic Union-Christian Social Union,2005,0.3747016706443914,Right-wing,419,6
Social Democratic Party of Germany,2013,0.27140549273021,Left-wing,619,6
The Left,2013,0.5524126455906821,Left-wing,601,6
Free Democratic Party,2017,0.3195876288659793,Right-wing,291,6
Alliance‘90-Greens,2013,0.1869688385269121,Left-wing,353,6
Christian Democratic Union-Christian Social Union,2017,0.3672131147540983,Right-wing,305,6
The Left,2017,0.5561926605504587,Left-wing,872,6
Christian Democratic Union-Christian Social Union,2002,0.3255813953488372,Right-wing,215,6
Alliance‘90-Greens,2002,0.1818181818181818,Left-wing,231,6
Christian Democratic Union-Christian Social Union,2009,0.1966759002770083,Right-wing,361,6
Social Democratic Party of Germany,2009,0.2388888888888889,Left-wing,180,6
Party of Democratic Socialism,2005,0.2641509433962264,Left-wing,424,6
Free Democratic Party,2002,0.3025210084033613,Right-wing,357,6
Alliance‘90-Greens,2005,0.2325581395348837,Left-wing,215,6
Free Democratic Party,2009,0.1810810810810811,Right-wing,370,6
Alternative for Germany,2017,0.2857142857142857,Right-wing,147,6
Party of Democratic Socialism,2002,0.4043583535108959,Left-wing,413,6
The Left,2009,0.4507042253521127,Left-wing,213,6
Alliance‘90-Greens,2017,0.3125,Left-wing,128,6
Free Democratic Party,2005,0.3806228373702422,Right-wing,289,6
Social Democratic Party of Germany,2005,0.4232558139534884,Left-wing,215,6
Alliance‘90-Greens,2009,0.49644128113879,Left-wing,562,6
Christian Democratic Union-Christian Social Union,2013,0.3114754098360656,Right-wing,122,6
Free Democratic Party,2013,0.3412698412698413,Right-wing,252,6
Social Democratic Party of Germany,2002,0.25,Left-wing,92,6
Social Democratic Party of Germany,2017,0.2857142857142857,Left-wing,7,6
Pirates,2013,0.3741392501912777,Other,1307,6
Alternative for Germany,2017,0.3674418604651163,Right-wing,215,7
Social Democratic Party of Germany,2013,0.3125,Left-wing,304,7
Christian Democratic Union-Christian Social Union,2002,0.3676880222841225,Right-wing,359,7
Christian Democratic Union-Christian Social Union,2005,0.4029850746268656,Right-wing,201,7
Free Democratic Party,2009,0.2966101694915254,Right-wing,118,7
Free Democratic Party,2017,0.2391304347826087,Right-wing,874,7
Alliance‘90-Greens,2017,0.2375886524822695,Left-wing,564,7
Social Democratic Party of Germany,2009,0.2876106194690265,Left-wing,226,7
Alternative for Germany,2013,0.4610778443113772,Right-wing,334,7
Free Democratic Party,2005,0.1762917933130699,Right-wing,658,7
Alliance‘90-Greens,2002,0.2461139896373056,Left-wing,386,7
Christian Democratic Union-Christian Social Union,2009,0.2449567723342939,Right-wing,347,7
Free Democratic Party,2002,0.2077464788732394,Right-wing,284,7
Social Democratic Party of Germany,2017,0.2489082969432314,Left-wing,458,7
Alliance‘90-Greens,2009,0.1660899653979238,Left-wing,289,7
Social Democratic Party of Germany,2005,0.3310810810810811,Left-wing,148,7
The Left,2013,0.3720930232558139,Left-wing,473,7
Christian Democratic Union-Christian Social Union,2017,0.2476635514018691,Right-wing,214,7
Christian Democratic Union-Christian Social Union,2013,0.2131979695431472,Right-wing,394,7
Party of Democratic Socialism,2002,0.3409090909090909,Left-wing,88,7
Social Democratic Party of Germany,2002,0.3628318584070796,Left-wing,226,7
Party of Democratic Socialism,2005,0.1673640167364016,Left-wing,239,7
Free Democratic Party,2013,0.3505747126436782,Right-wing,174,7
The Left,2017,0.4036458333333333,Left-wing,384,7
The Left,2009,0.6111111111111112,Left-wing,360,7
Alliance‘90-Greens,2005,0.1889763779527559,Left-wing,127,7
Alliance‘90-Greens,2013,0.5714285714285714,Left-wing,7,7
Pirates,2013,0.3892215568862275,Other,2004,7
Free Democratic Party,2005,0.2169811320754717,Right-wing,212,8
Alternative for Germany,2013,0.437619961612284,Right-wing,521,8
Social Democratic Party of Germany,2009,0.2792792792792792,Left-wing,333,8
Alternative for Germany,2017,0.5240641711229946,Right-wing,374,8
Alliance‘90-Greens,2009,0.2261640798226164,Left-wing,451,8
Alliance‘90-Greens,2002,0.2692307692307692,Left-wing,104,8
Christian Democratic Union-Christian Social Union,2017,0.2857142857142857,Right-wing,210,8
Christian Democratic Union-Christian Social Union,2002,0.2961165048543689,Right-wing,412,8
Christian Democratic Union-Christian Social Union,2009,0.3581599123767798,Right-wing,913,8
Alliance‘90-Greens,2013,0.2332506203473945,Left-wing,403,8
Party of Democratic Socialism,2002,0.3095623987034036,Left-wing,617,8
The Left,2009,0.4285714285714285,Left-wing,294,8
Alliance‘90-Greens,2017,0.2583333333333333,Left-wing,120,8
Free Democratic Party,2017,0.4556451612903225,Right-wing,248,8
The Left,2017,0.3340471092077088,Left-wing,467,8
Christian Democratic Union-Christian Social Union,2013,0.4690265486725664,Right-wing,226,8
Free Democratic Party,2013,0.328719723183391,Right-wing,289,8
The Left,2013,0.3064516129032258,Left-wing,372,8
Social Democratic Party of Germany,2017,0.1771117166212534,Left-wing,367,8
Social Democratic Party of Germany,2013,0.4557595993322204,Left-wing,599,8
Party of Democratic Socialism,2005,0.2815533980582524,Left-wing,206,8
Alliance‘90-Greens,2005,0.4026845637583892,Left-wing,149,8
Social Democratic Party of Germany,2002,0.25,Left-wing,220,8
Social Democratic Party of Germany,2005,0.2011494252873563,Left-wing,174,8
Christian Democratic Union-Christian Social Union,2005,0.4880952380952381,Right-wing,84,8
Free Democratic Party,2002,0.2427440633245382,Right-wing,379,8
Free Democratic Party,2009,0.0,Right-wing,14,8
Pirates,2013,0.2413441955193482,Other,982,8
Free Democratic Party,2005,0.2513513513513513,Right-wing,370,9
Alliance‘90-Greens,2005,0.2030534351145038,Left-wing,655,9
Alternative for Germany,2013,0.5221238938053098,Right-wing,226,9
Social Democratic Party of Germany,2009,0.105177993527508,Left-wing,618,9
Christian Democratic Union-Christian Social Union,2017,0.1889290012033694,Right-wing,831,9
Alliance‘90-Greens,2013,0.1277777777777777,Left-wing,360,9
Alliance‘90-Greens,2017,0.3728813559322034,Left-wing,236,9
The Left,2013,0.4911660777385159,Left-wing,283,9
Christian Democratic Union-Christian Social Union,2002,0.3594132029339853,Right-wing,409,9
Free Democratic Party,2002,0.1809523809523809,Right-wing,525,9
Christian Democratic Union-Christian Social Union,2013,0.2169811320754717,Right-wing,318,9
Social Democratic Party of Germany,2002,0.2507042253521127,Left-wing,355,9
The Left,2017,0.4777777777777778,Left-wing,180,9
Alliance‘90-Greens,2009,0.3264604810996563,Left-wing,291,9
Alliance‘90-Greens,2002,0.2078651685393258,Left-wing,178,9
Alternative for Germany,2017,0.5700483091787439,Right-wing,414,9
Party of Democratic Socialism,2002,0.245575221238938,Left-wing,452,9
Christian Democratic Union-Christian Social Union,2009,0.3120204603580562,Right-wing,391,9
Social Democratic Party of Germany,2013,0.100250626566416,Left-wing,399,9
Christian Democratic Union-Christian Social Union,2005,0.2206896551724138,Right-wing,145,9
Party of Democratic Socialism,2005,0.2631578947368421,Left-wing,304,9
The Left,2009,0.4285714285714285,Left-wing,140,9
Social Democratic Party of Germany,2005,0.1078838174273859,Left-wing,241,9
Free Democratic Party,2013,0.3016528925619834,Right-wing,242,9
Free Democratic Party,2017,0.1037735849056603,Right-wing,106,9
Social Democratic Party of Germany,2017,0.2419354838709677,Left-wing,248,9
Free Democratic Party,2009,0.3571428571428571,Right-wing,126,9
Pirates,2013,0.1875,Other,32,9
Christian Democratic Union-Christian Social Union,2002,0.2463414634146341,Right-wing,410,10
The Left,2009,0.6484149855907781,Left-wing,347,10
Social Democratic Party of Germany,2005,0.2231270358306188,Left-wing,614,10
Free Democratic Party,2002,0.2402234636871508,Right-wing,895,10
Christian Democratic Union-Christian Social Union,2005,0.26,Right-wing,300,10
Social Democratic Party of Germany,2017,0.3188010899182561,Left-wing,367,10
Free Democratic Party,2013,0.3246753246753247,Right-wing,231,10
Social Democratic Party of Germany,2013,0.2553191489361702,Left-wing,517,10
Alliance‘90-Greens,2013,0.371191135734072,Left-wing,361,10
Party of Democratic Socialism,2005,0.2120743034055727,Left-wing,646,10
Party of Democratic Socialism,2002,0.1471861471861472,Left-wing,231,10
Alliance‘90-Greens,2002,0.2295081967213114,Left-wing,122,10
The Left,2013,0.457070707070707,Left-wing,396,10
The Left,2017,0.2943925233644859,Left-wing,214,10
Christian Democratic Union-Christian Social Union,2017,0.2929292929292929,Right-wing,297,10
Free Democratic Party,2009,0.2962962962962963,Right-wing,162,10
Alliance‘90-Greens,2005,0.4313725490196078,Left-wing,204,10
Free Democratic Party,2017,0.2368421052631578,Right-wing,304,10
Free Democratic Party,2005,0.2148148148148148,Right-wing,135,10
Social Democratic Party of Germany,2009,0.209090909090909,Left-wing,220,10
Alternative for Germany,2017,0.4186046511627907,Right-wing,344,10
Alternative for Germany,2013,0.3225806451612903,Right-wing,403,10
Christian Democratic Union-Christian Social Union,2009,0.3381294964028777,Right-wing,417,10
Christian Democratic Union-Christian Social Union,2013,0.2821782178217821,Right-wing,202,10
Social Democratic Party of Germany,2002,0.2025316455696202,Left-wing,158,10
Alliance‘90-Greens,2009,0.1938775510204081,Left-wing,98,10
Alliance‘90-Greens,2017,0.3846153846153846,Left-wing,13,10
Pirates,2013,0.3274814314652262,Other,1481,10
Christian Democratic Union-Christian Social Union,2013,0.2769607843137255,Right-wing,408,11
Alliance‘90-Greens,2009,0.3139013452914798,Left-wing,892,11
Free Democratic Party,2013,0.2239316239316239,Right-wing,585,11
The Left,2013,0.2869565217391304,Left-wing,230,11
Free Democratic Party,2009,0.1857142857142857,Right-wing,280,11
Free Democratic Party,2017,0.2309644670050761,Right-wing,394,11
Alternative for Germany,2013,0.3348115299334812,Right-wing,451,11
Social Democratic Party of Germany,2013,0.2233502538071066,Left-wing,394,11
The Left,2009,0.4056224899598393,Left-wing,498,11
Christian Democratic Union-Christian Social Union,2002,0.2388535031847133,Right-wing,628,11
Party of Democratic Socialism,2005,0.2894736842105263,Left-wing,380,11
Social Democratic Party of Germany,2005,0.3552631578947368,Left-wing,228,11
Alliance‘90-Greens,2013,0.1941747572815534,Left-wing,412,11
Free Democratic Party,2005,0.2638888888888889,Right-wing,216,11
Christian Democratic Union-Christian Social Union,2005,0.3714285714285714,Right-wing,280,11
Social Democratic Party of Germany,2002,0.1877934272300469,Left-wing,213,11
Free Democratic Party,2002,0.1309523809523809,Right-wing,336,11
Alliance‘90-Greens,2017,0.2434782608695652,Left-wing,345,11
Alternative for Germany,2017,0.3863636363636363,Right-wing,132,11
Christian Democratic Union-Christian Social Union,2017,0.2162162162162162,Right-wing,185,11
The Left,2017,0.2967741935483871,Left-wing,155,11
Alliance‘90-Greens,2005,0.2815013404825737,Left-wing,373,11
Christian Democratic Union-Christian Social Union,2009,0.2231404958677686,Right-wing,121,11
Alliance‘90-Greens,2002,0.3854166666666667,Left-wing,288,11
Social Democratic Party of Germany,2009,0.36,Left-wing,300,11
Social Democratic Party of Germany,2017,0.2840909090909091,Left-wing,88,11
Party of Democratic Socialism,2002,0.0,Left-wing,11,11
Pirates,2013,0.326797385620915,Other,765,11
The Left,2013,0.635593220338983,Left-wing,354,12
Christian Democratic Union-Christian Social Union,2005,0.2687224669603524,Right-wing,227,12
Party of Democratic Socialism,2002,0.2169491525423728,Left-wing,885,12
Party of Democratic Socialism,2005,0.1772939346811819,Left-wing,643,12
Free Democratic Party,2017,0.1718213058419244,Right-wing,291,12
Social Democratic Party of Germany,2002,0.1914893617021276,Left-wing,235,12
Alliance‘90-Greens,2002,0.4183266932270916,Left-wing,251,12
Alliance‘90-Greens,2005,0.2237762237762237,Left-wing,429,12
Social Democratic Party of Germany,2009,0.2881944444444444,Left-wing,576,12
Christian Democratic Union-Christian Social Union,2017,0.3506849315068493,Right-wing,365,12
Alternative for Germany,2017,0.4589743589743589,Right-wing,390,12
Alliance‘90-Greens,2017,0.1912045889101338,Left-wing,523,12
Social Democratic Party of Germany,2017,0.4606741573033708,Left-wing,356,12
Christian Democratic Union-Christian Social Union,2002,0.391025641025641,Right-wing,156,12
Social Democratic Party of Germany,2013,0.3066037735849056,Left-wing,212,12
Christian Democratic Union-Christian Social Union,2009,0.203883495145631,Right-wing,309,12
The Left,2009,0.3275862068965517,Left-wing,406,12
Christian Democratic Union-Christian Social Union,2013,0.2903225806451613,Right-wing,93,12
The Left,2017,0.3482142857142857,Left-wing,224,12
Social Democratic Party of Germany,2005,0.2483660130718954,Left-wing,153,12
Free Democratic Party,2013,0.256198347107438,Right-wing,121,12
Alliance‘90-Greens,2013,0.2093862815884476,Left-wing,277,12
Free Democratic Party,2002,0.229064039408867,Right-wing,406,12
Alternative for Germany,2013,0.4819277108433735,Right-wing,332,12
Free Democratic Party,2009,0.2635658914728682,Right-wing,129,12
Alliance‘90-Greens,2009,0.2213438735177865,Left-wing,253,12
Free Democratic Party,2005,0.25,Right-wing,12,12
Pirates,2013,0.2153950033760972,Other,1481,12
Alliance‘90-Greens,2005,0.2895522388059701,Left-wing,335,13
Free Democratic Party,2013,0.3550724637681159,Right-wing,138,13
Social Democratic Party of Germany,2017,0.2801724137931034,Left-wing,232,13
Party of Democratic Socialism,2005,0.1830985915492957,Left-wing,213,13
Social Democratic Party of Germany,2009,0.2262443438914027,Left-wing,221,13
Christian Democratic Union-Christian Social Union,2017,0.2823529411764706,Right-wing,425,13
Free Democratic Party,2002,0.1572700296735905,Right-wing,337,13
Alliance‘90-Greens,2017,0.3195592286501377,Left-wing,363,13
Social Democratic Party of Germany,2013,0.1823529411764705,Left-wing,170,13
Free Democratic Party,2005,0.1421800947867298,Right-wing,844,13
Christian Democratic Union-Christian Social Union,2002,0.1902268760907504,Right-wing,573,13
Social Democratic Party of Germany,2005,0.2046035805626598,Left-wing,391,13
Party of Democratic Socialism,2002,0.2133757961783439,Left-wing,314,13
Alternative for Germany,2017,0.2920962199312715,Right-wing,291,13
Christian Democratic Union-Christian Social Union,2005,0.3262411347517731,Right-wing,141,13
Alliance‘90-Greens,2002,0.1633888048411497,Left-wing,661,13
Alliance‘90-Greens,2013,0.2775,Left-wing,400,13
Christian Democratic Union-Christian Social Union,2009,0.1467661691542288,Right-wing,402,13
Christian Democratic Union-Christian Social Union,2013,0.4036697247706422,Right-wing,218,13
The Left,2013,0.3818181818181818,Left-wing,165,13
Free Democratic Party,2009,0.1351819757365684,Right-wing,577,13
